S.N,District_Name,Zone,Ecological_Belt,Development_Region,Year_BS,Year_AD,condition,type,Male,Female,Age,Married,Unmarried,Education,Employment,lat,long,Age_Group,encoded_Conditions,encoded_Types,encoded_Education,encoded_Employment
1279,Bara,Narayani,Terai,Central,2071,2014,Minor,Alcoholism,59,39,23,52,46.0,"College degree, bachelor, master",yes,27.13540854,85.06475248,Middle-age,1,0,0,3
1280,Bara,Narayani,Terai,Central,2071,2014,Severe,Epilepsy,43,30,33,29,44.0,"College degree, bachelor, master",no,27.13540854,85.06475248,Middle-age,3,3,0,1
1281,Parsa,Narayani,Terai,Central,2071,2014,Major,Depression,32,34,57,53,13.0,"College degree, bachelor, master",yes,27.18232286,84.76011359,old,0,2,0,3
1282,Parsa,Narayani,Terai,Central,2071,2014,Minor,Psychosis,59,23,35,26,56.0,"College degree, bachelor, master",no,27.18232286,84.76011359,Middle-age,1,6,0,1
1283,Parsa,Narayani,Terai,Central,2071,2014,Severe,Anxiety,49,31,32,49,31.0,"College degree, bachelor, master",no,27.18232286,84.76011359,Middle-age,3,1,0,1
1284,Parsa,Narayani,Terai,Central,2071,2014,Severe,Mental retardation,25,36,18,2,59.0,Unknown,no,27.18232286,84.76011359,young,3,5,4,1
1285,Parsa,Narayani,Terai,Central,2071,2014,Normal,Hysteria,39,28,48,44,23.0,PhD/Doctorate,retired,27.18232286,84.76011359,old,2,4,2,2
1286,Parsa,Narayani,Terai,Central,2071,2014,Minor,Alcoholism,21,58,27,45,34.0,"College degree, bachelor, master",no,27.18232286,84.76011359,Middle-age,1,0,0,1
1287,Parsa,Narayani,Terai,Central,2071,2014,Minor,Epilepsy,25,49,59,32,42.0,"College degree, bachelor, master",yes,27.18232286,84.76011359,old,1,3,0,3
1288,Chitwan,Narayani,Terai,Central,2071,2014,Normal,Depression,19,47,30,33,33.0,"College degree, bachelor, master",no,27.54995278,84.36548036,Middle-age,2,2,0,1
1289,Chitwan,Narayani,Terai,Central,2071,2014,Severe,Psychosis,33,41,50,27,47.0,Up to 9 years of school,yes,27.54995278,84.36548036,old,3,6,6,3
1290,Chitwan,Narayani,Terai,Central,2071,2014,Minor,Anxiety,34,32,34,46,20.0,"College degree, bachelor, master",no,27.54995278,84.36548036,Middle-age,1,1,0,1
1291,Chitwan,Narayani,Terai,Central,2071,2014,Minor,Mental retardation,52,29,58,41,40.0,"College degree, bachelor, master",yes,27.54995278,84.36548036,old,1,5,0,3
1292,Chitwan,Narayani,Terai,Central,2071,2014,Severe,Hysteria,51,57,23,36,72.0,"College degree, bachelor, master",yes,27.54995278,84.36548036,Middle-age,3,4,0,3
1293,Chitwan,Narayani,Terai,Central,2071,2014,Severe,Alcoholism,60,45,55,36,69.0,"College degree, bachelor, master",yes,27.54995278,84.36548036,old,3,0,0,3
1294,Chitwan,Narayani,Terai,Central,2071,2014,Severe,Epilepsy,25,23,41,36,12.0,PhD/Doctorate,yes,27.54995278,84.36548036,old,3,3,2,3
1295,Gorkha,Gandaki,Hill,Western,2071,2014,Major,Depression,55,37,43,59,33.0,PhD/Doctorate,yes,28.28884046,84.78048444,old,0,2,2,3
1296,Gorkha,Gandaki,Hill,Western,2071,2014,Normal,Psychosis,49,56,48,39,66.0,PhD/Doctorate,Unknown,28.28884046,84.78048444,old,2,6,2,0
1297,Gorkha,Gandaki,Hill,Western,2071,2014,Normal,Anxiety,35,57,56,24,68.0,"College degree, bachelor, master",Unknown,28.28884046,84.78048444,old,2,1,0,0
1298,Gorkha,Gandaki,Hill,Western,2071,2014,Major,Mental retardation,23,59,52,38,44.0,"College degree, bachelor, master",Unknown,28.28884046,84.78048444,old,0,5,0,0
1299,Gorkha,Gandaki,Hill,Western,2071,2014,Minor,Hysteria,43,25,59,26,42.0,Up to 9 years of school,Unknown,28.28884046,84.78048444,old,1,4,6,0
1300,Gorkha,Gandaki,Hill,Western,2071,2014,Minor,Alcoholism,47,32,27,45,34.0,"College degree, bachelor, master",no,28.28884046,84.78048444,Middle-age,1,0,0,1
1301,Gorkha,Gandaki,Hill,Western,2071,2014,Severe,Epilepsy,43,43,38,28,58.0,"College degree, bachelor, master",no,28.28884046,84.78048444,Middle-age,3,3,0,1
1302,Lamjung,Gandaki,Hill,Western,2071,2014,Minor,Depression,36,25,46,54,7.0,PhD/Doctorate,Unknown,28.23682669,84.41790176,old,1,2,2,0
1303,Lamjung,Gandaki,Hill,Western,2071,2014,Minor,Psychosis,46,44,36,31,59.0,"College degree, bachelor, master",no,28.23682669,84.41790176,Middle-age,1,6,0,1
1304,Lamjung,Gandaki,Hill,Western,2071,2014,Major,Anxiety,36,25,49,57,4.0,"College degree, bachelor, master",Unknown,28.23682669,84.41790176,old,0,1,0,0
1305,Lamjung,Gandaki,Hill,Western,2071,2014,Severe,Mental retardation,42,24,30,41,25.0,"College degree, bachelor, master",no,28.23682669,84.41790176,Middle-age,3,5,0,1
1306,Lamjung,Gandaki,Hill,Western,2071,2014,Minor,Hysteria,40,46,21,60,26.0,"College degree, bachelor, master",no,28.23682669,84.41790176,Middle-age,1,4,0,1
1307,Lamjung,Gandaki,Hill,Western,2071,2014,Normal,Alcoholism,26,41,37,25,42.0,"College degree, bachelor, master",no,28.23682669,84.41790176,Middle-age,2,0,0,1
1308,Lamjung,Gandaki,Hill,Western,2071,2014,Major,Epilepsy,51,27,60,40,38.0,Unknown,Unknown,28.23682669,84.41790176,old,0,3,4,0
1309,Tanahu,Gandaki,Hill,Western,2071,2014,Severe,Depression,55,55,20,28,82.0,"College degree, bachelor, master",no,27.94887859,84.23370592,Middle-age,3,2,0,1
1310,Tanahu,Gandaki,Hill,Western,2071,2014,Major,Psychosis,18,33,35,26,25.0,"College degree, bachelor, master",no,27.94887859,84.23370592,Middle-age,0,6,0,1
1311,Tanahu,Gandaki,Hill,Western,2071,2014,Normal,Anxiety,28,20,18,2,46.0,Up to 12 years of school,no,27.94887859,84.23370592,young,2,1,5,1
1312,Tanahu,Gandaki,Hill,Western,2071,2014,Normal,Mental retardation,32,23,26,34,21.0,"College degree, bachelor, master",no,27.94887859,84.23370592,Middle-age,2,5,0,1
1313,Tanahu,Gandaki,Hill,Western,2071,2014,Minor,Hysteria,46,35,37,43,38.0,"College degree, bachelor, master",no,27.94887859,84.23370592,Middle-age,1,4,0,1
1314,Tanahu,Gandaki,Hill,Western,2071,2014,Severe,Alcoholism,30,31,45,36,25.0,PhD/Doctorate,Unknown,27.94887859,84.23370592,old,3,0,2,0
1315,Tanahu,Gandaki,Hill,Western,2071,2014,Severe,Epilepsy,50,45,31,46,49.0,"College degree, bachelor, master",no,27.94887859,84.23370592,Middle-age,3,3,0,1
1316,Syangja,Gandaki,Hill,Western,2071,2014,Severe,Depression,19,32,48,33,18.0,PhD/Doctorate,no,28.01170542,83.77998363,old,3,2,2,1
1317,Syangja,Gandaki,Hill,Western,2071,2014,Major,Psychosis,27,59,35,27,59.0,"College degree, bachelor, master",yes,28.01170542,83.77998363,Middle-age,0,6,0,3
1318,Syangja,Gandaki,Hill,Western,2071,2014,Minor,Anxiety,43,31,40,26,48.0,PhD/Doctorate,yes,28.01170542,83.77998363,old,1,1,2,3
1319,Syangja,Gandaki,Hill,Western,2071,2014,Severe,Mental retardation,27,49,35,52,24.0,"College degree, bachelor, master",yes,28.01170542,83.77998363,Middle-age,3,5,0,3
1320,Syangja,Gandaki,Hill,Western,2071,2014,Minor,Hysteria,48,29,25,50,27.0,"College degree, bachelor, master",no,28.01170542,83.77998363,Middle-age,1,4,0,1
1321,Syangja,Gandaki,Hill,Western,2071,2014,Minor,Alcoholism,53,45,44,40,58.0,PhD/Doctorate,yes,28.01170542,83.77998363,old,1,0,2,3
1322,Syangja,Gandaki,Hill,Western,2071,2014,Minor,Epilepsy,24,56,52,22,58.0,"College degree, bachelor, master",yes,28.01170542,83.77998363,old,1,3,0,3
1323,Kaski,Gandaki,Hill,Western,2071,2014,Major,Depression,58,43,50,28,73.0,Up to 9 years of school,yes,28.30661651,84.01052734,old,0,2,6,3
1324,Kaski,Gandaki,Hill,Western,2071,2014,Normal,Psychosis,29,50,33,43,36.0,"College degree, bachelor, master",yes,28.30661651,84.01052734,Middle-age,2,6,0,3
1325,Kaski,Gandaki,Hill,Western,2071,2014,Normal,Anxiety,45,43,45,35,53.0,PhD/Doctorate,yes,28.30661651,84.01052734,old,2,1,2,3
1326,Kaski,Gandaki,Hill,Western,2071,2014,Major,Mental retardation,20,37,34,54,3.0,"College degree, bachelor, master",yes,28.30661651,84.01052734,Middle-age,0,5,0,3
1327,Kaski,Gandaki,Hill,Western,2071,2014,Normal,Hysteria,21,57,55,60,18.0,"College degree, bachelor, master",yes,28.30661651,84.01052734,old,2,4,0,3
1328,Kaski,Gandaki,Hill,Western,2071,2014,Minor,Alcoholism,55,22,44,44,33.0,PhD/Doctorate,yes,28.30661651,84.01052734,old,1,0,2,3
1329,Kaski,Gandaki,Hill,Western,2071,2014,Major,Epilepsy,60,31,55,41,50.0,Up to 12 years of school,yes,28.30661651,84.01052734,old,0,3,5,3
1330,Manang,Gandaki,Mountain,Western,2071,2014,Major,Depression,54,34,35,53,35.0,"College degree, bachelor, master",yes,28.69469101,84.2357415,Middle-age,0,2,0,3
1331,Manang,Gandaki,Mountain,Western,2071,2014,Minor,Psychosis,24,24,36,26,22.0,"College degree, bachelor, master",yes,28.69469101,84.2357415,Middle-age,1,6,0,3
1332,Manang,Gandaki,Mountain,Western,2071,2014,Severe,Anxiety,21,23,56,42,2.0,"College degree, bachelor, master",yes,28.69469101,84.2357415,old,3,1,0,3
1333,Manang,Gandaki,Mountain,Western,2071,2014,Normal,Mental retardation,26,37,20,24,39.0,Unknown,no,28.69469101,84.2357415,Middle-age,2,5,4,1
1334,Manang,Gandaki,Mountain,Western,2071,2014,Minor,Hysteria,44,36,49,18,62.0,Up to 9 years of school,yes,28.69469101,84.2357415,old,1,4,6,3
1335,Manang,Gandaki,Mountain,Western,2071,2014,Minor,Alcoholism,55,44,43,33,66.0,PhD/Doctorate,yes,28.69469101,84.2357415,old,1,0,2,3
1336,Manang,Gandaki,Mountain,Western,2071,2014,Minor,Epilepsy,35,21,41,28,28.0,PhD/Doctorate,yes,28.69469101,84.2357415,old,1,3,2,3
1337,Mustang,Dhawalagiri,Mountain,Western,2071,2014,Severe,Depression,18,32,35,19,31.0,"College degree, bachelor, master",yes,29.02209022,83.88796267,Middle-age,3,2,0,3
1338,Mustang,Dhawalagiri,Mountain,Western,2071,2014,Minor,Psychosis,44,20,33,29,35.0,"College degree, bachelor, master",yes,29.02209022,83.88796267,Middle-age,1,6,0,3
1339,Mustang,Dhawalagiri,Mountain,Western,2071,2014,Major,Anxiety,22,59,27,47,34.0,"College degree, bachelor, master",yes,29.02209022,83.88796267,Middle-age,0,1,0,3
1340,Mustang,Dhawalagiri,Mountain,Western,2071,2014,Severe,Mental retardation,43,50,56,47,46.0,"College degree, bachelor, master",yes,29.02209022,83.88796267,old,3,5,0,3
1341,Mustang,Dhawalagiri,Mountain,Western,2071,2014,Minor,Hysteria,27,59,40,38,48.0,PhD/Doctorate,yes,29.02209022,83.88796267,old,1,4,2,3
1342,Mustang,Dhawalagiri,Mountain,Western,2071,2014,Minor,Alcoholism,50,24,19,57,17.0,"Some College, short continuing education or equivalent",no,29.02209022,83.88796267,young,1,0,3,1
1343,Mustang,Dhawalagiri,Mountain,Western,2071,2014,Major,Epilepsy,37,54,52,19,72.0,Up to 12 years of school,Unknown,29.02209022,83.88796267,old,0,3,5,0
1344,Myagdi,Dhawalagiri,Hill,Western,2071,2014,Normal,Depression,29,21,32,31,19.0,"College degree, bachelor, master",yes,28.52877381,83.47535629,Middle-age,2,2,0,3
1345,Myagdi,Dhawalagiri,Hill,Western,2071,2014,Normal,Psychosis,57,21,54,36,42.0,"College degree, bachelor, master",Unknown,28.52877381,83.47535629,old,2,6,0,0
1346,Myagdi,Dhawalagiri,Hill,Western,2071,2014,Severe,Anxiety,26,22,30,25,23.0,"College degree, bachelor, master",yes,28.52877381,83.47535629,Middle-age,3,1,0,3
1347,Myagdi,Dhawalagiri,Hill,Western,2071,2014,Severe,Mental retardation,33,26,25,54,5.0,"College degree, bachelor, master",yes,28.52877381,83.47535629,Middle-age,3,5,0,3
1348,Myagdi,Dhawalagiri,Hill,Western,2071,2014,Minor,Hysteria,32,51,51,23,60.0,Up to 9 years of school,Unknown,28.52877381,83.47535629,old,1,4,6,0
1349,Myagdi,Dhawalagiri,Hill,Western,2071,2014,Major,Alcoholism,35,20,37,52,3.0,"College degree, bachelor, master",no,28.52877381,83.47535629,Middle-age,0,0,0,1
1350,Myagdi,Dhawalagiri,Hill,Western,2071,2014,Normal,Epilepsy,34,22,40,25,31.0,PhD/Doctorate,no,28.52877381,83.47535629,old,2,3,2,1
1351,Parbat,Dhawalagiri,Hill,Western,2071,2014,Severe,Depression,22,52,46,58,16.0,PhD/Doctorate,no,28.19805363,83.67436777,old,3,2,2,1
1352,Parbat,Dhawalagiri,Hill,Western,2071,2014,Minor,Psychosis,48,36,29,53,31.0,"College degree, bachelor, master",no,28.19805363,83.67436777,Middle-age,1,6,0,1
1353,Parbat,Dhawalagiri,Hill,Western,2071,2014,Normal,Anxiety,35,25,36,27,33.0,"College degree, bachelor, master",no,28.19805363,83.67436777,Middle-age,2,1,0,1
1354,Parbat,Dhawalagiri,Hill,Western,2071,2014,Minor,Mental retardation,32,20,56,45,7.0,"College degree, bachelor, master",retired,28.19805363,83.67436777,old,1,5,0,2
1355,Parbat,Dhawalagiri,Hill,Western,2071,2014,Normal,Hysteria,19,52,34,36,35.0,"College degree, bachelor, master",no,28.19805363,83.67436777,Middle-age,2,4,0,1
1356,Parbat,Dhawalagiri,Hill,Western,2071,2014,Severe,Alcoholism,49,27,40,18,58.0,PhD/Doctorate,no,28.19805363,83.67436777,old,3,0,2,1
1357,Parbat,Dhawalagiri,Hill,Western,2071,2014,Minor,Epilepsy,33,33,28,50,16.0,"College degree, bachelor, master",no,28.19805363,83.67436777,Middle-age,1,3,0,1
1358,Baglung,Dhawalagiri,Hill,Western,2071,2014,Severe,Depression,48,24,51,21,51.0,"College degree, bachelor, master",no,28.33975247,83.2731612,old,3,2,0,1
1359,Baglung,Dhawalagiri,Hill,Western,2071,2014,Normal,Psychosis,50,42,29,37,55.0,"College degree, bachelor, master",no,28.33975247,83.2731612,Middle-age,2,6,0,1
1360,Baglung,Dhawalagiri,Hill,Western,2071,2014,Severe,Anxiety,33,44,47,41,36.0,PhD/Doctorate,no,28.33975247,83.2731612,old,3,1,2,1
1361,Baglung,Dhawalagiri,Hill,Western,2071,2014,Major,Mental retardation,19,26,60,22,23.0,None,no,28.33975247,83.2731612,old,0,5,1,1
1362,Baglung,Dhawalagiri,Hill,Western,2071,2014,Severe,Hysteria,23,20,55,31,12.0,"College degree, bachelor, master",no,28.33975247,83.2731612,old,3,4,0,1
1363,Baglung,Dhawalagiri,Hill,Western,2071,2014,Severe,Alcoholism,18,34,36,52,0.0,"College degree, bachelor, master",no,28.33975247,83.2731612,Middle-age,3,0,0,1
1364,Baglung,Dhawalagiri,Hill,Western,2071,2014,Severe,Epilepsy,34,32,60,48,18.0,Up to 9 years of school,no,28.33975247,83.2731612,old,3,3,6,1
1365,Gulmi,Lumbini,Hill,Western,2071,2014,Normal,Depression,58,57,21,30,85.0,Unknown,no,28.08755407,83.30920208,Middle-age,2,2,4,1
1366,Gulmi,Lumbini,Hill,Western,2071,2014,Normal,Psychosis,32,45,50,54,23.0,"College degree, bachelor, master",no,28.08755407,83.30920208,old,2,6,0,1
1367,Gulmi,Lumbini,Hill,Western,2071,2014,Normal,Anxiety,59,36,20,19,76.0,"College degree, bachelor, master",no,28.08755407,83.30920208,Middle-age,2,1,0,1
1368,Gulmi,Lumbini,Hill,Western,2071,2014,Severe,Mental retardation,58,51,26,24,85.0,"College degree, bachelor, master",no,28.08755407,83.30920208,Middle-age,3,5,0,1
1369,Gulmi,Lumbini,Hill,Western,2071,2014,Major,Hysteria,22,51,22,34,39.0,"College degree, bachelor, master",no,28.08755407,83.30920208,Middle-age,0,4,0,1
1370,Gulmi,Lumbini,Hill,Western,2071,2014,Minor,Alcoholism,22,43,20,27,38.0,Unknown,no,28.08755407,83.30920208,Middle-age,1,0,4,1
1371,Gulmi,Lumbini,Hill,Western,2071,2014,Minor,Epilepsy,42,55,31,22,75.0,"College degree, bachelor, master",yes,28.08755407,83.30920208,Middle-age,1,3,0,3
1372,Palpa,Lumbini,Hill,Western,2071,2014,Severe,Depression,36,26,34,40,22.0,"College degree, bachelor, master",yes,27.82143756,83.61908522,Middle-age,3,2,0,3
1373,Palpa,Lumbini,Hill,Western,2071,2014,Minor,Psychosis,36,45,46,31,50.0,PhD/Doctorate,no,27.82143756,83.61908522,old,1,6,2,1
1374,Palpa,Lumbini,Hill,Western,2071,2014,Severe,Anxiety,44,32,19,38,38.0,"Some College, short continuing education or equivalent",no,27.82143756,83.61908522,young,3,1,3,1
1375,Palpa,Lumbini,Hill,Western,2071,2014,Normal,Mental retardation,18,52,50,45,25.0,"College degree, bachelor, master",no,27.82143756,83.61908522,old,2,5,0,1
1376,Palpa,Lumbini,Hill,Western,2071,2014,Minor,Hysteria,21,27,51,40,8.0,Up to 9 years of school,no,27.82143756,83.61908522,old,1,4,6,1
1377,Palpa,Lumbini,Hill,Western,2071,2014,Normal,Alcoholism,38,57,29,43,52.0,"College degree, bachelor, master",yes,27.82143756,83.61908522,Middle-age,2,0,0,3
1378,Palpa,Lumbini,Hill,Western,2071,2014,Minor,Epilepsy,59,46,33,27,78.0,"College degree, bachelor, master",yes,27.82143756,83.61908522,Middle-age,1,3,0,3
1379,Nawalparasi,Lumbini,Terai,Western,2071,2014,Severe,Depression,38,52,48,48,42.0,PhD/Doctorate,no,27.66476736,83.93892312,old,3,2,2,1
1380,Nawalparasi,Lumbini,Terai,Western,2071,2014,Minor,Psychosis,33,33,45,48,18.0,PhD/Doctorate,no,27.66476736,83.93892312,old,1,6,2,1
1381,Nawalparasi,Lumbini,Terai,Western,2071,2014,Normal,Anxiety,31,28,54,18,41.0,"College degree, bachelor, master",no,27.66476736,83.93892312,old,2,1,0,1
1382,Nawalparasi,Lumbini,Terai,Western,2071,2014,Major,Mental retardation,32,42,48,44,30.0,PhD/Doctorate,no,27.66476736,83.93892312,old,0,5,2,1
1383,Nawalparasi,Lumbini,Terai,Western,2071,2014,Major,Hysteria,44,18,20,40,22.0,None,no,27.66476736,83.93892312,Middle-age,0,4,1,1
1384,Nawalparasi,Lumbini,Terai,Western,2071,2014,Normal,Alcoholism,33,54,27,33,54.0,"College degree, bachelor, master",yes,27.66476736,83.93892312,Middle-age,2,0,0,3
1385,Nawalparasi,Lumbini,Terai,Western,2071,2014,Major,Epilepsy,28,44,50,24,48.0,"College degree, bachelor, master",no,27.66476736,83.93892312,old,0,3,0,1
1386,Rupandehi,Lumbini,Terai,Western,2071,2014,Normal,Depression,52,28,38,40,40.0,"College degree, bachelor, master",yes,27.55443071,83.38330337,Middle-age,2,2,0,3
1387,Rupandehi,Lumbini,Terai,Western,2071,2014,Severe,Psychosis,26,41,20,47,20.0,"College degree, bachelor, master",no,27.55443071,83.38330337,Middle-age,3,6,0,1
1388,Rupandehi,Lumbini,Terai,Western,2071,2014,Normal,Anxiety,34,37,51,42,29.0,"College degree, bachelor, master",no,27.55443071,83.38330337,old,2,1,0,1
1389,Rupandehi,Lumbini,Terai,Western,2071,2014,Severe,Mental retardation,39,49,19,25,63.0,"Some College, short continuing education or equivalent",no,27.55443071,83.38330337,young,3,5,3,1
1390,Rupandehi,Lumbini,Terai,Western,2071,2014,Minor,Hysteria,58,20,33,32,46.0,"College degree, bachelor, master",yes,27.55443071,83.38330337,Middle-age,1,4,0,3
1391,Rupandehi,Lumbini,Terai,Western,2071,2014,Normal,Alcoholism,29,60,45,58,31.0,PhD/Doctorate,no,27.55443071,83.38330337,old,2,0,2,1
1392,Rupandehi,Lumbini,Terai,Western,2071,2014,Severe,Epilepsy,25,57,26,21,61.0,"College degree, bachelor, master",yes,27.55443071,83.38330337,Middle-age,3,3,0,3
1393,Kapilvastu,Lumbini,Terai,Western,2071,2014,Severe,Depression,45,44,46,31,58.0,PhD/Doctorate,no,27.62216856,82.9780085,old,3,2,2,1
1394,Kapilvastu,Lumbini,Terai,Western,2071,2014,Minor,Psychosis,19,26,58,39,6.0,Up to 9 years of school,no,27.62216856,82.9780085,old,1,6,6,1
1395,Kapilvastu,Lumbini,Terai,Western,2071,2014,Severe,Anxiety,26,40,47,35,31.0,PhD/Doctorate,no,27.62216856,82.9780085,old,3,1,2,1
1396,Kapilvastu,Lumbini,Terai,Western,2071,2014,Major,Mental retardation,29,58,42,46,41.0,PhD/Doctorate,no,27.62216856,82.9780085,old,0,5,2,1
1397,Kapilvastu,Lumbini,Terai,Western,2071,2014,Normal,Hysteria,18,37,52,49,6.0,"College degree, bachelor, master",no,27.62216856,82.9780085,old,2,4,0,1
1398,Kapilvastu,Lumbini,Terai,Western,2071,2014,Major,Alcoholism,25,20,57,28,17.0,Up to 9 years of school,yes,27.62216856,82.9780085,old,0,0,6,3
1399,Kapilvastu,Lumbini,Terai,Western,2071,2014,Major,Epilepsy,28,47,28,36,39.0,"College degree, bachelor, master",yes,27.62216856,82.9780085,Middle-age,0,3,0,3
1400,Arghakhanchi,Lumbini,Hill,Western,2071,2014,Minor,Depression,44,45,43,60,29.0,PhD/Doctorate,yes,27.90779334,83.06585909,old,1,2,2,3
1401,Arghakhanchi,Lumbini,Hill,Western,2071,2014,Normal,Psychosis,40,30,27,29,41.0,"College degree, bachelor, master",yes,27.90779334,83.06585909,Middle-age,2,6,0,3
1402,Arghakhanchi,Lumbini,Hill,Western,2071,2014,Normal,Anxiety,33,60,50,39,54.0,"College degree, bachelor, master",yes,27.90779334,83.06585909,old,2,1,0,3
1403,Arghakhanchi,Lumbini,Hill,Western,2071,2014,Major,Mental retardation,27,43,25,41,29.0,"College degree, bachelor, master",yes,27.90779334,83.06585909,Middle-age,0,5,0,3
1404,Arghakhanchi,Lumbini,Hill,Western,2071,2014,Severe,Hysteria,20,34,31,31,23.0,"College degree, bachelor, master",no,27.90779334,83.06585909,Middle-age,3,4,0,1
1405,Arghakhanchi,Lumbini,Hill,Western,2071,2014,Normal,Alcoholism,52,45,35,34,63.0,"College degree, bachelor, master",no,27.90779334,83.06585909,Middle-age,2,0,0,1
1406,Arghakhanchi,Lumbini,Hill,Western,2071,2014,Minor,Epilepsy,45,20,31,46,19.0,"College degree, bachelor, master",no,27.90779334,83.06585909,Middle-age,1,3,0,1
1407,Pyuthan,Rapti,Hill,Mid-Western,2071,2014,Severe,Depression,44,28,39,33,39.0,"College degree, bachelor, master",no,28.09437706,82.88362705,Middle-age,3,2,0,1
1408,Pyuthan,Rapti,Hill,Mid-Western,2071,2014,Minor,Psychosis,60,21,42,56,25.0,PhD/Doctorate,yes,28.09437706,82.88362705,old,1,6,2,3
1409,Pyuthan,Rapti,Hill,Mid-Western,2071,2014,Normal,Anxiety,31,41,32,36,36.0,"College degree, bachelor, master",no,28.09437706,82.88362705,Middle-age,2,1,0,1
1410,Pyuthan,Rapti,Hill,Mid-Western,2071,2014,Normal,Mental retardation,47,20,39,37,30.0,"College degree, bachelor, master",no,28.09437706,82.88362705,Middle-age,2,5,0,1
1411,Pyuthan,Rapti,Hill,Mid-Western,2071,2014,Major,Hysteria,28,40,23,43,25.0,Unknown,no,28.09437706,82.88362705,Middle-age,0,4,4,1
1412,Pyuthan,Rapti,Hill,Mid-Western,2071,2014,Severe,Alcoholism,55,36,38,26,65.0,"College degree, bachelor, master",no,28.09437706,82.88362705,Middle-age,3,0,0,1
1413,Pyuthan,Rapti,Hill,Mid-Western,2071,2014,Minor,Epilepsy,23,57,37,57,23.0,"College degree, bachelor, master",no,28.09437706,82.88362705,Middle-age,1,3,0,1
1414,Rolpa,Rapti,Hill,Mid-Western,2071,2014,Normal,Depression,24,37,41,29,32.0,PhD/Doctorate,yes,28.32571386,82.61625263,old,2,2,2,3
1415,Rolpa,Rapti,Hill,Mid-Western,2071,2014,Normal,Psychosis,18,38,52,35,21.0,None,yes,28.32571386,82.61625263,old,2,6,1,3
1416,Rolpa,Rapti,Hill,Mid-Western,2071,2014,Major,Anxiety,56,27,54,54,29.0,"College degree, bachelor, master",yes,28.32571386,82.61625263,old,0,1,0,3
1417,Rolpa,Rapti,Hill,Mid-Western,2071,2014,Severe,Mental retardation,54,26,56,38,42.0,Unknown,retired,28.32571386,82.61625263,old,3,5,4,2
1418,Rolpa,Rapti,Hill,Mid-Western,2071,2014,Normal,Hysteria,35,53,26,24,64.0,"College degree, bachelor, master",no,28.32571386,82.61625263,Middle-age,2,4,0,1
